Car_Type,Model_Year,Mileage_thousands_km,Engine_cc,Price_million_IRR
Pride,1387,171,1500,20.8
Samand,1392,149,1800,56.5
Peugeot,1402,30,2000,70.8
Pride,1390,96,1500,43.7
Samand,1398,130,1800,49.5
Dena,1389,154,1800,116.6
Peugeot,1385,41,2000,76.8
Dena,1396,128,1800,148.8
Tiba,1389,80,1500,46.4
Samand,1387,33,1800,59.9
Peugeot,1391,49,2000,40.5
Peugeot,1401,156,2000,87.1
Pride,1393,237,1500,30.7
Dena,1394,61,1800,116.1
Pride,1390,190,1500,32.1
Peugeot,1390,247,2000,57.5
Tiba,1386,78,1500,46.4
Peugeot,1399,8,2000,59.0
Pride,1396,68,1500,33.7
Tiba,1396,130,1500,43.4
Samand,1401,238,1800,36.9
Peugeot,1388,76,2000,87.5
Peugeot,1398,71,2000,47.5
Peugeot,1402,17,2000,110.0
Peugeot,1398,11,2000,82.0
Dena,1390,174,1800,136.2
Dena,1395,146,1800,150.5
Samand,1399,174,1800,41.0
Tiba,1400,85,1500,37.2
Dena,1387,88,1800,89.6
Pride,1399,97,1500,42.3
Pride,1398,141,1500,30.1
Tiba,1385,171,1500,52.9
Dena,1400,190,1800,88.3
Tiba,1398,147,1500,51.0
Tiba,1398,170,1500,46.1
Dena,1400,113,1800,156.9
Dena,1399,47,1800,155.6
Tiba,1395,245,1500,40.4
Peugeot,1397,77,2000,77.3
Dena,1391,180,1800,147.2
Dena,1390,225,1800,113.8
Peugeot,1400,185,2000,83.0
Pride,1397,167,1500,25.9
Tiba,1393,205,1500,35.2
Pride,1401,207,1500,38.1
Dena,1402,169,1800,119.1
Pride,1391,52,1500,49.1
Tiba,1386,41,1500,53.7
Pride,1395,123,1500,38.3
Peugeot,1401,230,2000,58.5
Tiba,1388,217,1500,52.2
Tiba,1385,71,1500,37.9
Peugeot,1401,27,2000,82.4
Samand,1397,15,1800,56.6
Tiba,1400,131,1500,35.2
Dena,1403,30,1800,128.0
Peugeot,1392,225,2000,106.1
Peugeot,1391,172,2000,61.5
Samand,1386,73,1800,33.5
Tiba,1391,214,1500,43.1
Tiba,1389,70,1500,51.5
Peugeot,1401,87,2000,56.0
Samand,1401,146,1800,61.6
Peugeot,1399,206,2000,50.5
Samand,1396,208,1800,38.4
Samand,1394,98,1800,59.0
Peugeot,1403,103,2000,109.1
Samand,1394,103,1800,49.1
Pride,1385,223,1500,36.3
Pride,1399,249,1500,40.8
Tiba,1395,12,1500,25.0
Peugeot,1399,228,2000,46.9
Dena,1398,144,1800,159.8
Pride,1389,115,1500,24.1
Pride,1390,131,1500,49.3
Pride,1398,237,1500,49.3
Pride,1394,167,1500,40.4
Dena,1390,116,1800,147.2
Samand,1387,106,1800,32.9
Peugeot,1400,139,2000,94.0
Dena,1394,54,1800,135.6
Tiba,1396,142,1500,36.9
Samand,1402,24,1800,36.5
Pride,1385,235,1500,22.7
Pride,1396,76,1500,21.1
Samand,1385,216,1800,58.4
Dena,1398,28,1800,135.5
Pride,1392,141,1500,36.9
Peugeot,1388,177,2000,52.5
Peugeot,1393,213,2000,101.8
Peugeot,1401,11,2000,108.4
Tiba,1401,57,1500,46.4
Dena,1391,74,1800,112.9
Pride,1387,3,1500,22.8
Tiba,1395,92,1500,38.5
Samand,1391,58,1800,43.8
Dena,1392,128,1800,124.5
Dena,1396,105,1800,93.6
Pride,1389,99,1500,35.2
Tiba,1385,92,1500,31.1
Tiba,1390,161,1500,30.9
Dena,1400,233,1800,122.0
Pride,1385,127,1500,46.5
Peugeot,1395,37,2000,41.5
Samand,1388,191,1800,53.3
Pride,1387,127,1500,44.2
Tiba,1395,93,1500,43.1
Pride,1388,97,1500,31.2
Peugeot,1389,185,2000,86.5
Dena,1391,176,1800,98.8
Samand,1399,193,1800,43.2
Dena,1398,142,1800,92.5
Samand,1403,222,1800,40.2
Samand,1395,80,1800,61.2
Peugeot,1400,129,2000,57.2
Samand,1388,109,1800,46.2
Tiba,1397,113,1500,48.6
Peugeot,1397,133,2000,44.4
Dena,1387,207,1800,88.8
Tiba,1388,1,1500,46.9
Pride,1393,172,1500,23.5
Pride,1391,153,1500,43.8
Peugeot,1397,80,2000,75.5
Pride,1392,130,1500,24.7
Pride,1401,235,1500,35.7
Peugeot,1402,217,2000,70.6
Tiba,1400,133,1500,39.5
Pride,1399,194,1500,22.8
Tiba,1387,68,1500,49.9
Pride,1402,109,1500,22.1
Pride,1395,145,1500,39.5
Pride,1387,5,1500,40.8
Samand,1385,112,1800,34.5
Tiba,1396,48,1500,38.4
Tiba,1388,237,1500,37.6
Tiba,1401,107,1500,37.0
Tiba,1385,20,1500,26.0
Peugeot,1386,173,2000,80.1
Samand,1389,222,1800,41.9
Samand,1395,116,1800,54.7
Samand,1393,222,1800,45.2
Peugeot,1394,169,2000,89.6
Samand,1396,152,1800,32.0
Pride,1387,36,1500,22.1
Samand,1395,117,1800,53.3
Pride,1391,91,1500,35.7
Pride,1391,242,1500,22.4
Dena,1388,234,1800,154.5
Pride,1385,85,1500,44.4
Samand,1394,143,1800,60.9
Tiba,1397,222,1500,25.8
Peugeot,1403,230,2000,107.2
Pride,1386,84,1500,32.1
Tiba,1397,233,1500,33.3
Pride,1385,63,1500,22.4
Samand,1394,125,1800,58.6
Samand,1399,6,1800,57.6
Dena,1388,66,1800,127.3
Dena,1397,19,1800,111.9
Samand,1396,109,1800,56.0
Dena,1392,109,1800,114.1
Dena,1385,91,1800,119.6
Pride,1389,213,1500,44.4
Peugeot,1388,105,2000,54.1
Tiba,1394,180,1500,29.6
Samand,1400,165,1800,43.3
Samand,1400,228,1800,58.1
Dena,1398,100,1800,116.4
Peugeot,1385,203,2000,56.9
Tiba,1388,3,1500,30.8
Peugeot,1401,199,2000,66.7
Peugeot,1389,97,2000,102.3
Pride,1394,49,1500,37.2
Samand,1388,187,1800,38.5
Tiba,1402,211,1500,28.1
Dena,1385,32,1800,156.8
Pride,1386,101,1500,32.6
Peugeot,1397,248,2000,80.7
Pride,1386,48,1500,30.9
Samand,1394,214,1800,35.2
Pride,1392,239,1500,34.4
Samand,1388,167,1800,30.1
Dena,1396,32,1800,154.8
Pride,1393,246,1500,24.0
Peugeot,1390,229,2000,57.7
Samand,1389,92,1800,48.8
Samand,1397,71,1800,62.5
Dena,1387,222,1800,125.4
Samand,1397,37,1800,51.6
Dena,1390,64,1800,90.7
Pride,1400,144,1500,26.0
Samand,1385,198,1800,31.1
Dena,1391,244,1800,148.3
Samand,1392,186,1800,37.5
Samand,1397,176,1800,38.8
Tiba,1394,189,1500,47.4
Dena,1390,34,1800,110.8
Pride,1394,236,1500,23.0
Tiba,1390,87,1500,50.5
Dena,1389,173,1800,136.0
Dena,1403,92,1800,106.1
Tiba,1400,89,1500,33.6
Samand,1393,158,1800,65.0
Tiba,1394,207,1500,36.0
Pride,1399,137,1500,45.4
Samand,1402,186,1800,34.4
Tiba,1386,107,1500,41.6
Peugeot,1385,148,2000,99.7
Peugeot,1392,205,2000,50.4
Tiba,1393,236,1500,46.9
Peugeot,1399,133,2000,106.5
Tiba,1394,87,1500,28.5
Tiba,1392,40,1500,41.9
Samand,1385,192,1800,56.3
Dena,1389,224,1800,135.0
Dena,1397,173,1800,122.4
Tiba,1385,86,1500,38.7
Dena,1403,135,1800,119.2
Samand,1394,178,1800,60.9
Pride,1386,218,1500,46.9
Tiba,1385,181,1500,35.1
Tiba,1396,119,1500,52.9
Samand,1389,196,1800,53.1
Dena,1394,250,1800,157.5
Pride,1391,51,1500,41.0
Dena,1389,199,1800,86.2
Samand,1393,218,1800,57.3
Dena,1402,193,1800,122.9
Dena,1389,138,1800,145.3
Tiba,1400,58,1500,27.9
Tiba,1387,184,1500,31.2
Tiba,1397,91,1500,45.3
Tiba,1398,93,1500,37.3
Tiba,1394,125,1500,52.2
Tiba,1389,113,1500,35.6
Tiba,1399,230,1500,53.7
Dena,1391,111,1800,124.4
Samand,1392,8,1800,48.8
Tiba,1390,236,1500,48.9
Peugeot,1397,144,2000,71.0
Tiba,1396,157,1500,36.9
Samand,1395,170,1800,45.5
Tiba,1400,165,1500,35.0
Tiba,1395,241,1500,32.1
Tiba,1390,81,1500,36.0
Pride,1399,23,1500,39.5
Samand,1402,240,1800,50.6
Pride,1388,216,1500,47.1
Dena,1393,52,1800,91.1
Pride,1390,150,1500,21.3
Pride,1403,143,1500,31.5
Pride,1389,93,1500,28.1
Pride,1396,165,1500,32.9
Pride,1400,43,1500,20.8
Tiba,1385,35,1500,46.0
Dena,1386,41,1800,137.2
Peugeot,1397,220,2000,69.6
Samand,1388,171,1800,33.6
Peugeot,1392,216,2000,59.9
Dena,1390,39,1800,125.3
Samand,1386,30,1800,41.8
Peugeot,1393,122,2000,83.9
Tiba,1390,5,1500,32.1
Peugeot,1387,28,2000,70.3
Dena,1386,184,1800,132.3
Dena,1401,216,1800,110.4
Peugeot,1397,182,2000,91.7
Pride,1401,201,1500,36.6
Tiba,1386,20,1500,46.2
Samand,1400,66,1800,42.5
Peugeot,1385,125,2000,48.5
Tiba,1394,225,1500,32.9
Peugeot,1388,216,2000,99.7
Peugeot,1387,247,2000,63.4
Pride,1397,159,1500,20.6
Pride,1397,11,1500,27.0
Peugeot,1389,168,2000,71.1
Peugeot,1386,68,2000,107.1
Peugeot,1388,170,2000,42.1
Pride,1385,119,1500,38.0
Samand,1402,179,1800,61.1
Dena,1389,239,1800,116.4
Samand,1389,245,1800,43.6
Dena,1399,189,1800,125.8
Peugeot,1395,164,2000,40.7
Tiba,1397,248,1500,29.8
Samand,1399,184,1800,60.5
Tiba,1387,164,1500,28.4
Samand,1394,37,1800,36.2
Samand,1392,59,1800,57.8
Peugeot,1385,149,2000,108.1
Pride,1393,61,1500,21.0
Pride,1386,124,1500,22.0
Dena,1389,143,1800,139.9
Dena,1386,156,1800,111.4
Peugeot,1401,49,2000,69.1
Samand,1391,150,1800,34.6
Samand,1403,71,1800,46.9
Samand,1394,246,1800,35.1
Samand,1390,236,1800,36.5
Peugeot,1403,165,2000,77.1
Tiba,1387,62,1500,33.9
Pride,1394,224,1500,37.5
Tiba,1386,74,1500,48.9
Pride,1399,160,1500,30.9
Pride,1398,104,1500,23.4
Peugeot,1388,222,2000,43.3
Dena,1401,13,1800,149.2
Pride,1392,74,1500,30.1
Dena,1386,232,1800,96.6
Dena,1395,233,1800,92.3
Dena,1403,231,1800,81.1
Tiba,1394,183,1500,26.8
Peugeot,1398,78,2000,90.5
Dena,1393,78,1800,97.8
Samand,1392,145,1800,59.7
Peugeot,1386,119,2000,40.6
Pride,1385,193,1500,33.9
Pride,1399,74,1500,29.0
Dena,1386,150,1800,123.3
Dena,1397,226,1800,98.2
Peugeot,1391,210,2000,66.9
Tiba,1398,111,1500,39.1
Samand,1398,6,1800,36.5
Dena,1395,215,1800,119.6
Samand,1402,103,1800,34.6
Tiba,1391,212,1500,48.7
Tiba,1391,118,1500,48.1
Peugeot,1394,87,2000,103.7
Peugeot,1394,241,2000,59.3
Pride,1394,145,1500,34.9
Dena,1386,91,1800,140.2
Tiba,1403,113,1500,39.7
Peugeot,1398,123,2000,101.5
Dena,1393,167,1800,137.5
Samand,1401,48,1800,61.4
Pride,1399,223,1500,43.5
Pride,1399,117,1500,42.3
Dena,1386,26,1800,114.1
Pride,1386,12,1500,41.4
Dena,1391,108,1800,152.1
Peugeot,1402,124,2000,56.9
Tiba,1402,226,1500,39.2
Dena,1387,250,1800,156.4
Pride,1399,125,1500,43.3
Samand,1391,244,1800,45.1
Dena,1396,62,1800,158.4
Dena,1388,90,1800,91.8
Samand,1388,120,1800,60.5
Tiba,1394,223,1500,42.6
Tiba,1395,117,1500,47.6
Tiba,1402,84,1500,46.6
Pride,1403,39,1500,24.0
Samand,1395,50,1800,37.6
Tiba,1393,55,1500,28.4
Peugeot,1398,237,2000,48.0
Peugeot,1396,22,2000,75.7
Samand,1391,100,1800,36.8
Tiba,1399,124,1500,40.6
Pride,1393,108,1500,27.9
Peugeot,1387,6,2000,70.7
Peugeot,1393,28,2000,58.6
Pride,1389,84,1500,40.8
Tiba,1390,67,1500,39.8
Peugeot,1401,110,2000,43.8
Dena,1401,139,1800,92.2
Pride,1394,43,1500,34.6
Dena,1400,109,1800,112.9
Samand,1395,123,1800,39.5
Dena,1393,179,1800,121.2
Dena,1389,73,1800,122.4
Tiba,1386,179,1500,36.1
Peugeot,1385,146,2000,96.4
Dena,1385,78,1800,139.8
Samand,1400,212,1800,33.5
Tiba,1386,46,1500,34.8
Dena,1397,248,1800,147.7
Tiba,1390,103,1500,49.0
Dena,1392,186,1800,153.0
Samand,1391,155,1800,30.2
Dena,1395,88,1800,124.3
Peugeot,1388,158,2000,101.3
Dena,1396,190,1800,115.7
Peugeot,1403,14,2000,74.1
Samand,1399,236,1800,53.2
Samand,1394,184,1800,53.1
Samand,1397,40,1800,40.2
Peugeot,1393,225,2000,52.4
Peugeot,1396,190,2000,103.5
Peugeot,1388,111,2000,84.1
Samand,1385,3,1800,47.3
Pride,1396,8,1500,20.2
Dena,1385,23,1800,81.3
Pride,1392,225,1500,46.1
Samand,1385,3,1800,61.4
Dena,1389,171,1800,109.8
Samand,1400,246,1800,57.5
Dena,1403,28,1800,84.0
Peugeot,1393,232,2000,44.1
Pride,1389,229,1500,28.6
Dena,1399,65,1800,111.9
Tiba,1394,57,1500,47.3
Peugeot,1394,173,2000,98.4
Dena,1401,29,1800,84.1
Peugeot,1396,38,2000,98.5
Dena,1400,133,1800,111.8
Samand,1387,159,1800,59.1
Tiba,1392,245,1500,51.6
Dena,1399,23,1800,152.3
Samand,1390,206,1800,52.0
Pride,1385,131,1500,28.4
Tiba,1388,239,1500,32.8
Tiba,1397,89,1500,33.2
Tiba,1392,185,1500,25.9
Dena,1399,180,1800,86.3
Pride,1397,29,1500,43.4
Samand,1400,243,1800,60.2
Pride,1385,106,1500,41.0
Tiba,1393,15,1500,52.7
Pride,1394,152,1500,29.4
Dena,1401,78,1800,91.0
Peugeot,1401,47,2000,57.9
Tiba,1399,155,1500,41.1
Pride,1386,108,1500,39.1
Samand,1386,75,1800,48.7
Samand,1397,48,1800,44.0
Tiba,1393,235,1500,38.6
Tiba,1392,221,1500,48.3
Samand,1395,149,1800,64.2
Dena,1395,204,1800,156.0
Dena,1387,42,1800,111.0
Pride,1397,238,1500,47.1
Samand,1389,80,1800,46.2
Peugeot,1402,227,2000,47.3
Peugeot,1396,24,2000,41.0
Tiba,1394,24,1500,44.6
Samand,1390,54,1800,64.7
Samand,1402,2,1800,44.0
Tiba,1403,242,1500,48.1
Dena,1396,58,1800,149.4
Dena,1385,177,1800,112.2
Peugeot,1403,190,2000,66.0
Dena,1399,60,1800,141.0
Peugeot,1390,231,2000,53.0
Dena,1385,67,1800,97.5
Samand,1389,64,1800,61.0
Peugeot,1389,90,2000,48.3
Pride,1401,247,1500,35.7
Tiba,1401,189,1500,27.6
Tiba,1386,19,1500,28.7
Tiba,1389,189,1500,31.0
Dena,1393,37,1800,133.0
Pride,1387,110,1500,40.8
Dena,1396,110,1800,150.6
Pride,1394,29,1500,43.1
Peugeot,1392,106,2000,97.1
Pride,1394,104,1500,47.1
Dena,1401,182,1800,97.9
Dena,1390,135,1800,81.9
Dena,1401,237,1800,104.1
Peugeot,1401,181,2000,63.9
Tiba,1403,80,1500,34.4
Dena,1399,75,1800,100.8
Pride,1400,73,1500,40.4
Dena,1394,207,1800,93.9
Samand,1387,97,1800,40.4
Tiba,1391,65,1500,33.4
Dena,1394,19,1800,121.9
Dena,1385,52,1800,154.2
Pride,1396,217,1500,31.3
Pride,1396,169,1500,35.5
Peugeot,1390,66,2000,95.7
Peugeot,1385,102,2000,82.8
Samand,1402,49,1800,49.9
Pride,1402,52,1500,26.6
Tiba,1389,234,1500,44.9
Dena,1399,110,1800,129.7
Samand,1401,146,1800,46.8
Dena,1399,230,1800,140.6
Dena,1388,138,1800,139.9
Tiba,1385,89,1500,45.5
Pride,1395,249,1500,37.3
Dena,1402,74,1800,121.7
Peugeot,1395,131,2000,81.5
Peugeot,1387,65,2000,49.4
Tiba,1387,229,1500,51.9
Peugeot,1396,170,2000,90.2
Peugeot,1386,100,2000,83.2
Tiba,1392,87,1500,33.5
Samand,1398,198,1800,50.9
Pride,1402,92,1500,37.3
Dena,1387,143,1800,80.0
Peugeot,1403,107,2000,109.2
Pride,1396,148,1500,49.3
Tiba,1386,52,1500,30.6
Samand,1391,178,1800,34.6
Tiba,1394,234,1500,54.3
Samand,1393,221,1800,53.5
Samand,1391,113,1800,47.9
Peugeot,1398,132,2000,93.1
Dena,1386,250,1800,91.1
Peugeot,1385,97,2000,84.7
Peugeot,1393,176,2000,45.2
Samand,1402,107,1800,36.3
Samand,1387,21,1800,64.3
Pride,1401,241,1500,27.2
Tiba,1398,120,1500,42.4
Peugeot,1390,14,2000,53.6
Peugeot,1397,108,2000,98.9
Pride,1387,165,1500,34.7
Pride,1403,149,1500,48.8
Peugeot,1403,194,2000,63.2
Pride,1398,37,1500,48.0
Samand,1385,27,1800,48.1
Pride,1394,104,1500,43.2
Samand,1397,69,1800,32.1
Tiba,1392,31,1500,51.0
Samand,1389,173,1800,33.9
Pride,1399,126,1500,38.4
Samand,1393,111,1800,40.9
Peugeot,1387,108,2000,94.3
Samand,1389,147,1800,61.1
Dena,1400,221,1800,125.0
Samand,1402,229,1800,48.4
Peugeot,1397,198,2000,89.3
Pride,1385,238,1500,43.9
Peugeot,1399,242,2000,103.7
Tiba,1389,18,1500,43.9
Peugeot,1385,119,2000,80.9
Tiba,1403,76,1500,46.7
Tiba,1400,156,1500,50.2
Samand,1398,238,1800,33.2
Peugeot,1386,181,2000,46.5
Peugeot,1391,3,2000,97.8
Samand,1391,185,1800,37.7
Samand,1390,227,1800,41.4
Peugeot,1398,200,2000,49.0
Dena,1390,135,1800,140.6
Dena,1403,0,1800,119.4
Dena,1399,144,1800,86.2
Pride,1396,244,1500,41.2
Tiba,1401,183,1500,41.6
Dena,1396,130,1800,156.5
Tiba,1385,240,1500,45.5
Samand,1402,63,1800,51.9
Peugeot,1395,225,2000,94.4
Pride,1403,174,1500,46.1
Samand,1395,128,1800,37.2
Pride,1385,77,1500,21.2
Tiba,1385,236,1500,48.4
Pride,1387,245,1500,23.8
Pride,1400,173,1500,24.5
Dena,1401,200,1800,105.1
Peugeot,1392,213,2000,91.6
Pride,1394,112,1500,30.2
Samand,1394,55,1800,31.4
Tiba,1400,113,1500,30.0
Peugeot,1395,56,2000,100.3
Peugeot,1385,187,2000,84.7
Samand,1391,150,1800,35.6
Tiba,1401,46,1500,49.8
Peugeot,1402,204,2000,56.1
Pride,1389,246,1500,33.4
Samand,1396,11,1800,42.7
Pride,1395,189,1500,31.4
Pride,1395,9,1500,41.9
Tiba,1402,168,1500,44.9
Tiba,1395,175,1500,45.0
Dena,1392,191,1800,101.5
Pride,1403,130,1500,31.5
Samand,1391,172,1800,38.0
Tiba,1396,140,1500,47.2
Pride,1400,61,1500,25.8
Pride,1394,228,1500,22.8
Samand,1395,106,1800,54.1
Pride,1399,232,1500,48.2
Tiba,1399,204,1500,39.4
Tiba,1397,241,1500,29.6
Samand,1398,54,1800,49.9
Peugeot,1385,166,2000,71.5
Tiba,1385,62,1500,25.2
Peugeot,1387,201,2000,74.6
Dena,1386,204,1800,140.5
Peugeot,1397,138,2000,64.7
Pride,1403,5,1500,31.1
Dena,1397,77,1800,152.2
Dena,1395,98,1800,136.1
Pride,1391,155,1500,48.9
Pride,1387,243,1500,27.7
Dena,1386,196,1800,87.8
Peugeot,1402,34,2000,48.6
Dena,1394,37,1800,95.4
Tiba,1403,180,1500,45.6
Peugeot,1400,15,2000,57.0
Samand,1397,226,1800,54.5
Pride,1394,103,1500,30.0
Peugeot,1396,240,2000,74.9
Dena,1402,180,1800,154.3
Tiba,1400,141,1500,26.8
Pride,1397,70,1500,48.5
Peugeot,1389,103,2000,55.8
Peugeot,1391,123,2000,68.9
Samand,1385,185,1800,52.4
Pride,1389,121,1500,33.1
Samand,1389,20,1800,47.9
Pride,1399,201,1500,43.0
Pride,1392,49,1500,33.6
Samand,1403,74,1800,53.3
Pride,1389,45,1500,40.7
Tiba,1386,5,1500,30.2
Samand,1392,89,1800,36.5
Peugeot,1393,173,2000,89.5
Tiba,1402,174,1500,52.8
Pride,1391,126,1500,40.0
Tiba,1390,213,1500,52.0
Dena,1393,82,1800,134.9
Dena,1399,133,1800,104.1
Samand,1403,194,1800,56.7
Peugeot,1399,37,2000,74.6
Samand,1401,148,1800,60.9
Peugeot,1390,208,2000,41.0
Samand,1402,126,1800,47.2
Samand,1395,237,1800,35.5
Pride,1402,158,1500,36.8
Peugeot,1392,8,2000,76.7
Pride,1389,158,1500,39.9
Tiba,1393,166,1500,52.7
Tiba,1395,74,1500,48.8
Samand,1395,250,1800,39.0
Samand,1399,129,1800,36.3
Dena,1397,240,1800,118.8
Pride,1392,84,1500,36.4
Pride,1395,224,1500,41.1
Samand,1394,179,1800,36.0
Samand,1394,171,1800,57.7
Dena,1386,14,1800,150.8
Peugeot,1394,188,2000,69.3
Pride,1397,220,1500,36.9
Peugeot,1390,233,2000,97.8
Samand,1385,82,1800,40.7
Dena,1385,155,1800,105.0
Dena,1393,221,1800,109.9
Dena,1385,27,1800,107.0
Tiba,1399,161,1500,27.9
Dena,1392,127,1800,91.8
Peugeot,1388,46,2000,79.0
Samand,1386,248,1800,43.5
Pride,1403,66,1500,25.5
Peugeot,1402,164,2000,89.1
Samand,1390,211,1800,55.3
Samand,1387,29,1800,45.6
Pride,1399,146,1500,34.1
Peugeot,1389,231,2000,50.1
Samand,1400,244,1800,40.4
Pride,1392,238,1500,32.0
Peugeot,1389,56,2000,73.1
Pride,1394,56,1500,48.0
Dena,1390,3,1800,86.8
Samand,1389,186,1800,38.6
Dena,1401,25,1800,100.6
Tiba,1389,149,1500,28.1
Tiba,1387,197,1500,46.4
Samand,1387,214,1800,53.2
Dena,1387,17,1800,150.1
Dena,1390,87,1800,136.9
Pride,1387,41,1500,30.7
Dena,1392,228,1800,154.1
Peugeot,1390,103,2000,94.2
Peugeot,1392,202,2000,102.2
Peugeot,1397,117,2000,44.3
Tiba,1393,227,1500,31.6
Dena,1395,63,1800,141.1
Peugeot,1390,183,2000,61.6
Dena,1387,74,1800,157.4
Pride,1390,30,1500,46.4
Tiba,1392,194,1500,53.1
Pride,1396,239,1500,24.2
Dena,1386,220,1800,98.7
Tiba,1398,145,1500,35.9
Pride,1398,179,1500,43.3
Peugeot,1388,161,2000,58.2
Peugeot,1396,229,2000,93.4
Tiba,1385,185,1500,32.5
Samand,1393,70,1800,49.9
Pride,1399,86,1500,24.5
Peugeot,1387,139,2000,92.1
Pride,1400,126,1500,48.4
Tiba,1389,124,1500,36.7
Tiba,1398,227,1500,27.9
Tiba,1398,168,1500,33.0
Pride,1400,131,1500,28.9
Dena,1388,74,1800,126.4
Peugeot,1392,158,2000,60.0
Peugeot,1401,44,2000,76.7
Pride,1385,143,1500,39.3
Dena,1392,189,1800,116.8
Peugeot,1387,6,2000,84.3
Peugeot,1399,91,2000,83.8
Tiba,1397,193,1500,54.1
Dena,1387,74,1800,155.1
Tiba,1403,24,1500,50.9
Dena,1390,106,1800,129.5
Peugeot,1397,231,2000,92.2
Pride,1388,182,1500,42.4
Peugeot,1388,66,2000,107.7
Peugeot,1401,201,2000,80.2
Samand,1398,14,1800,53.6
Tiba,1387,117,1500,35.3
Tiba,1392,110,1500,34.5
Dena,1395,13,1800,133.8
Pride,1395,174,1500,33.5
Tiba,1401,189,1500,45.0
Peugeot,1388,18,2000,106.3
Dena,1388,156,1800,137.4
Pride,1394,133,1500,27.0
Samand,1398,140,1800,52.4
Pride,1401,8,1500,38.2
Samand,1398,17,1800,39.5
Samand,1397,196,1800,59.4
Samand,1385,75,1800,52.1
Peugeot,1392,173,2000,60.4
Samand,1392,61,1800,31.4
Samand,1394,78,1800,58.8
Pride,1399,31,1500,45.9
Peugeot,1400,0,2000,101.2
Tiba,1402,79,1500,47.0
Samand,1394,91,1800,40.1
Samand,1393,200,1800,34.3
Dena,1385,202,1800,136.7
Peugeot,1385,67,2000,66.5
Tiba,1400,28,1500,43.4
Samand,1388,232,1800,30.8
Dena,1401,162,1800,97.4
Samand,1387,27,1800,49.9
Tiba,1389,100,1500,42.2
Peugeot,1389,158,2000,65.7
Peugeot,1397,14,2000,72.9
Peugeot,1387,135,2000,109.7
Dena,1391,18,1800,150.3
Tiba,1398,50,1500,52.5
Tiba,1393,89,1500,39.5
Samand,1393,110,1800,50.3
Peugeot,1395,70,2000,105.9
Tiba,1392,249,1500,53.5
Peugeot,1399,88,2000,47.1
Dena,1391,225,1800,136.4
Peugeot,1396,16,2000,61.4
Samand,1394,221,1800,50.7
Peugeot,1388,197,2000,75.4
Tiba,1386,116,1500,38.9
Samand,1402,226,1800,33.8
Dena,1396,7,1800,100.7
Peugeot,1403,101,2000,82.9
Tiba,1395,51,1500,54.4
Peugeot,1391,167,2000,85.4
Dena,1402,210,1800,106.5
Peugeot,1393,146,2000,49.6
Pride,1397,68,1500,37.2
Peugeot,1387,195,2000,99.8
Tiba,1388,56,1500,33.7
Peugeot,1398,196,2000,100.8
Dena,1403,74,1800,119.7
Pride,1401,189,1500,46.9
Pride,1402,94,1500,45.0
Peugeot,1391,248,2000,59.0
Peugeot,1392,155,2000,104.4
Tiba,1397,4,1500,47.6
Tiba,1390,55,1500,35.9
Dena,1397,242,1800,112.7
Peugeot,1391,246,2000,104.8
Samand,1401,194,1800,55.6
Dena,1400,248,1800,138.5
Peugeot,1386,31,2000,67.4
Tiba,1387,210,1500,36.0
Dena,1402,188,1800,155.1
Samand,1396,216,1800,44.4
Samand,1399,174,1800,42.7
Dena,1397,145,1800,147.1
Dena,1395,199,1800,133.6
Peugeot,1393,24,2000,99.8
Tiba,1390,62,1500,46.9
Samand,1401,81,1800,46.9
Dena,1393,152,1800,129.6
Pride,1391,105,1500,47.1
Samand,1398,193,1800,30.2
Peugeot,1403,130,2000,71.1
Peugeot,1392,92,2000,73.9
Samand,1401,7,1800,56.1
Pride,1399,125,1500,37.3
Samand,1398,62,1800,36.7
Peugeot,1398,15,2000,90.9
Tiba,1402,134,1500,27.5
Pride,1388,229,1500,45.4
Peugeot,1402,241,2000,72.0
Peugeot,1388,11,2000,50.5
Pride,1388,136,1500,40.1
Peugeot,1392,13,2000,56.5
Dena,1401,54,1800,119.8
Dena,1403,135,1800,144.8
Peugeot,1393,232,2000,62.4
Tiba,1390,44,1500,36.6
Pride,1390,231,1500,37.8
Peugeot,1400,210,2000,58.2
Dena,1396,155,1800,89.5
Tiba,1398,32,1500,39.0
Tiba,1402,221,1500,28.6
Dena,1390,250,1800,84.0
Peugeot,1398,93,2000,80.8
Dena,1396,33,1800,126.0
Pride,1387,121,1500,46.1
Peugeot,1398,177,2000,80.9
Dena,1393,16,1800,85.7
Dena,1403,117,1800,94.3
Tiba,1398,13,1500,33.6
Samand,1397,32,1800,64.9
Dena,1402,116,1800,111.7
Pride,1399,243,1500,48.7
Pride,1398,78,1500,30.5
Pride,1393,43,1500,24.7
Tiba,1390,206,1500,35.9
Samand,1395,129,1800,58.0
Samand,1392,174,1800,53.6
Dena,1389,144,1800,122.5
Samand,1402,96,1800,49.9
Peugeot,1401,240,2000,53.9
Samand,1393,139,1800,47.7
Pride,1385,158,1500,27.9
Tiba,1386,24,1500,33.8
Samand,1390,101,1800,33.6
Dena,1388,197,1800,159.0
Peugeot,1385,175,2000,85.0
Tiba,1390,56,1500,47.4
Dena,1386,102,1800,151.9
Dena,1400,212,1800,138.1
Dena,1395,153,1800,83.0
Peugeot,1397,240,2000,93.1
Peugeot,1398,28,2000,56.8
Samand,1403,136,1800,49.7
